Gene1,Gene2,Score
CBFB,MRM1,867.0
CBFB,BTBD10,590.0
CBFB,CCNA2,986.0
CBFB,IMMT,1208.0
CBFB,STIL,762.0
CBFB,MORC2A,585.0
CBFB,KCTD20,626.0
CBFB,HNRNPLL,428.0
CBFB,SMC4,647.0
CBFB,TARS,547.0
CBFB,ZFP110,734.0
CBFB,SOD1,644.0
CBFB,VDAC1,653.0
CBFB,C1QBP,874.0
CBFB,LYRM4,790.0
CBFB,COX4I1,444.0
CBFB,PDIA6,525.0
CBFB,CLEC12A,691.0
CBFB,ZRANB1,564.0
CBFB,UBA6,735.0
CBFB,KIF20B,813.0
CBFB,FBXO5,865.0
CBFB,SUMF1,716.0
CBFB,ETF1,641.0
CBFB,ATG12,698.0
CBFB,AP3S1,698.0
CBFB,ANKRD13D,518.0
CBFB,RB1,458.0
CBFB,ODC1,600.0
CBFB,COPB1,752.0
CBFB,FTSJ3,1179.0
CBFB,TRPV2,749.0
CBFB,ADO,670.0
CBFB,NPM1,770.0
CBFB,SLC25A38,680.0
CBFB,SSR1,705.0
CBFB,NCLN,820.0
CBFB,GOLPH3,453.0
CBFB,APPL1,569.0
CBFB,ACLY,691.0
CBFB,PITRM1,542.0
CBFB,ANAPC4,574.0
CBFB,STXBP4,627.0
CBFB,ARCN1,844.0
CBFB,UQCRFS1,568.0
CBFB,INO80D,654.0
CBFB,PATL1,788.0
CBFB,MTHFD1,693.0
CBFB,RCBTB1,636.0
CBFB,GYG,599.0
CBFB,CENPA,721.0
CBFB,CHCHD2,684.0
CBFB,RANBP3,559.0
CBFB,RAN,750.0
CBFB,BTRC,555.0
CBFB,VSIR,692.0
CBFB,TASP1,640.0
CBFB,NABP1,470.0
CBFB,ADCY7,739.0
CBFB,PLAA,788.0
CBFB,CD7,765.0
CBFB,XRCC5,721.0
CBFB,CDT1,601.0
CBFB,STAP1,660.0
CBFB,DNAJC5,570.0
CBFB,USP15,689.0
CBFB,KYAT1,893.0
CBFB,MFSD10,587.0
CBFB,TRIM30A,639.0
CBFB,SPON2,1098.0
CBFB,ART4,570.0
CBFB,NUCB2,694.0
CBFB,NIT1,651.0
CBFB,KLHL24,697.0
CBFB,ARHGEF6,716.0
CBFB,TEC,392.0
CBFB,HUS1,551.0
CBFB,SCAMP1,492.0
CBFB,ATP8A1,488.0
CBFB,PRSS57,625.0
CBFB,DOCK2,599.0
CBFB,KLHL12,685.0
CBFB,IRF1,465.0
CBFB,CTSB,468.0
CBFB,2610301B20RIK,554.0
CBFB,MCM3,573.0
CBFB,MYO1D,396.0
CBFB,FCHO2,553.0
CBFB,SESN1,418.0
CBFB,COQ8A,491.0
CBFB,CDK19,474.0
CBFB,F2RL3,686.0
CBFB,USP14,795.0
CBFB,POGLUT1,466.0
CBFB,DNM1L,877.0
CBFB,CREBRF,640.0
CBFB,ZFP451,604.0
CBFB,RNF13,479.0
CBFB,NASP,665.0
CBFB,NR2C1,547.0
CBFB,LPIN2,637.0
CBFB,HNRNPAB,686.0
CBFB,CD1D1,752.0
CBFB,UHRF1,837.0
CBFB,SLC19A1,524.0
CBFB,SNAPC3,603.0
CBFB,PGM2L1,810.0
CBFB,COG6,780.0
CBFB,TTF2,622.0
CBFB,TCF19,526.0
CBFB,NEDD1,595.0
CBFB,RCSD1,963.0
CBFB,FRMD6,705.0
CBFB,STAMBPL1,654.0
CBFB,HYOU1,618.0
CBFB,MESD,668.0
CBFB,GM2A,645.0
CBFB,FBXO30,536.0
CBFB,COG7,700.0
CBFB,SYDE1,739.0
CBFB,PSMG2,689.0
CBFB,PRELID3B,563.0
CBFB,GFM1,707.0
CBFB,SMARCA2,822.0
CBFB,UCP2,380.0
CBFB,HSDL1,604.0
CBFB,WSB1,743.0
CBFB,CCNF,587.0
CBFB,NAGLU,566.0
CBFB,ARHGAP4,768.0
CBFB,HIPK3,556.0
CBFB,JPT2,678.0
CBFB,DIS3L2,644.0
CBFB,REL,513.0
CBFB,ZFP961,644.0
CBFB,UROD,592.0
CBFB,PPP1R16B,466.0
CBFB,HECTD3,592.0
CBFB,PSME4,391.0
CBFB,PAPSS2,1071.0
CBFB,SLCO4A1,501.0
CBFB,CTNNA1,550.0
CBFB,RMND5B,476.0
CBFB,GSTM1,471.0
CBFB,TVP23B,691.0
CBFB,OTUD4,694.0
CBFB,EVI2A,712.0
CBFB,RTEL1,772.0
CBFB,AI597479,670.0
CBFB,AGPS,492.0
CBFB,CKAP2L,619.0
CBFB,BBS12,732.0
CBFB,NAE1,520.0
CBFB,ABCC5,547.0
CBFB,MRPL37,642.0
CBFB,XK,470.0
CBFB,MTAP,789.0
CBFB,SNRPB,558.0
CBFB,USP42,475.0
CBFB,PTDSS2,461.0
CBFB,LDHA,532.0
CBFB,LPIN1,1051.0
CBFB,CHMP3,742.0
CBFB,STAM,598.0
CBFB,PPID,821.0
CBFB,CYFIP2,574.0
CBFB,LDHB,638.0
CBFB,PSMD5,596.0
CBFB,MYLIP,576.0
CBFB,TXNDC11,446.0
CBFB,MCM5,607.0
CBFB,PITPNC1,448.0
CBFB,NCAPG,653.0
CBFB,MYCN,555.0
CBFB,SEPT6,569.0
CBFB,LACTB,463.0
CBFB,MAT2A,588.0
CBFB,PIP4K2A,379.0
CBFB,GNAI3,444.0
CBFB,MT2,1516.0
CBFB,LIG1,646.0
CBFB,GSKIP,525.0
CBFB,CAT,607.0
CBFB,TSC22D1,438.0
CBFB,GMCL1,368.0
CBFB,RIPOR2,514.0
CBFB,NBEAL2,645.0
CBFB,CAMK2D,521.0
CBFB,APLP2,452.0
CBFB,PA2G4,524.0
CBFB,ALG9,490.0
CBFB,B230219D22RIK,476.0
CBFB,IL21R,531.0
CBFB,CD44,506.0
CBFB,SLC30A5,767.0
CBFB,NAA50,575.0
CBFB,MORF4L2,728.0
CBFB,FECH,553.0
CBFB,PPIL4,534.0
CBFB,SYNRG,378.0
CBFB,ZNRF2,473.0
CBFB,PLK1,812.0
CBFB,HSP90AA1,578.0
CBFB,FBXW5,715.0
CBFB,FER,547.0
CBFB,DHFR,642.0
CBFB,ACOX1,446.0
CBFB,TXNL1,482.0
CBFB,HAGH,552.0
CBFB,REXO2,476.0
CBFB,IFNGR1,355.0
CBFB,CAMK1D,458.0
CBFB,TMEM177,474.0
CBFB,CD274,488.0
CBFB,STK38,579.0
CBFB,GNG2,596.0
CBFB,ALDH18A1,651.0
CBFB,STARD4,341.0
CBFB,TBC1D15,551.0
CBFB,SPC25,566.0
CBFB,MPP5,539.0
CBFB,SLC39A6,460.0
CBFB,HNRNPDL,444.0
CBFB,ELP2,460.0
CBFB,DDX11,562.0
CBFB,CASP3,575.0
CBFB,PIP4K2B,595.0
CBFB,NDRG2,678.0
CBFB,CYTH4,496.0
CBFB,HCFC2,691.0
CBFB,VPS26B,729.0
CBFB,SLC2A1,470.0
CBFB,POMK,508.0
CBFB,VAV1,405.0
CBFB,CASP9,299.0
CBFB,FAM185A,538.0
CBFB,METTL8,587.0
CBFB,RHOF,462.0
CBFB,CAPN7,603.0
CBFB,PRKAA1,376.0
CBFB,DUSP6,553.0
CBFB,NFKBIE,524.0
CBFB,HMGB2,548.0
CBFB,FAM189B,612.0
CBFB,ZBTB38,613.0
CBFB,ZKSCAN3,533.0
CBFB,AP1M1,667.0
CBFB,ASB8,602.0
CBFB,BCAP29,487.0
CBFB,IL7R,492.0
CBFB,ARAP1,623.0
CBFB,SMIM15,570.0
CBFB,OAT,407.0
CBFB,STT3B,462.0
CBFB,STT3A,595.0
CBFB,KIDINS220,518.0
CBFB,NUSAP1,790.0
CBFB,SLC39A10,457.0
CBFB,OSGIN2,381.0
CBFB,MKI67,700.0
CBFB,SDF2L1,495.0
CBFB,RASA3,561.0
CBFB,JAK2,530.0
CBFB,MON2,546.0
CBFB,BUB1B,776.0
CBFB,IL27RA,459.0
CBFB,ATP5G1,544.0
CBFB,RDH10,513.0
CBFB,TMEM9B,581.0
CBFB,HEATR5A,558.0
CBFB,WDR6,432.0
CBFB,EML4,423.0
CBFB,ARHGAP12,497.0
CBFB,TTLL12,504.0
CBFB,GCAT,533.0
CBFB,DLST,481.0
CBFB,DAPP1,399.0
CBFB,TMEM64,458.0
CBFB,PSEN2,659.0
CBFB,RRM2,490.0
CBFB,NADK,594.0
CBFB,GEMIN5,455.0
CBFB,DPH2,582.0
CBFB,CCND3,469.0
CBFB,MBOAT2,554.0
CBFB,SUMO3,430.0
CBFB,PAFAH1B2,523.0
CBFB,ATPIF1,433.0
CBFB,NRROS,487.0
CBFB,SPCS3,749.0
CBFB,FAM214A,627.0
CBFB,NSUN3,602.0
CBFB,ANLN,745.0
CBFB,INTS8,635.0
CBFB,ZFP871,564.0
CBFB,UBA7,404.0
CBFB,LRRC14,560.0
CBFB,GNA11,588.0
CBFB,NEK2,922.0
CBFB,HMMR,604.0
CBFB,ADSL,634.0
CBFB,CHAMP1,425.0
CBFB,TTC21B,552.0
CBFB,PIGQ,494.0
CBFB,METAP1D,612.0
CBFB,CTLA2A,521.0
CBFB,UAP1L1,416.0
CBFB,MAPK9,553.0
CBFB,ZSCAN21,497.0
CBFB,SDHD,846.0
CBFB,PRIM2,557.0
CBFB,POLR2B,410.0
CBFB,SQLE,422.0
CBFB,RETREG3,459.0
CBFB,FRRS1,305.0
CBFB,BUB1,996.0
CBFB,MTO1,415.0
CBFB,GALNT11,489.0
CBFB,PHF8,487.0
CBFB,CBX7,616.0
CBFB,STRN3,469.0
CBFB,STAG2,454.0
CBFB,DPY19L3,436.0
CBFB,USP4,585.0
CBFB,ZBTB43,538.0
CBFB,USP10,765.0
CBFB,GAA,649.0
CBFB,ADAL,591.0
CBFB,FADS1,623.0
CBFB,XPR1,574.0
CBFB,TCTN3,706.0
CBFB,EEF1E1,606.0
CBFB,RUNDC1,622.0
CBFB,RETREG1,526.0
CBFB,VAMP5,541.0
CBFB,SSR2,413.0
CBFB,DDX39,643.0
CBFB,SSX2IP,508.0
CBFB,PFKP,698.0
CBFB,ERP29,408.0
CBFB,SPTB,575.0
CBFB,PTP4A3,403.0
CBFB,LCP2,432.0
CBFB,CHUK,406.0
CBFB,IL6ST,366.0
CBFB,EHD3,677.0
CBFB,CCT2,446.0
CBFB,BTAF1,554.0
CBFB,TM7SF3,460.0
CBFB,SMU1,553.0
CBFB,CRY2,700.0
CBFB,WDR7,448.0
CBFB,TMEM147,649.0
CBFB,IPO4,715.0
CBFB,SEL1L,578.0
CBFB,ABCD3,519.0
CBFB,TFG,511.0
CBFB,MYO1F,442.0
CBFB,RABIF,709.0
CBFB,PLEKHO2,437.0
CBFB,CTSC,510.0
CBFB,LPP,597.0
CBFB,SLC39A8,486.0
CBFB,MLLT3,439.0
CBFB,BANK1,836.0
CBFB,CKAP2,525.0
CBFB,GABBR1,604.0
CBFB,ORC2,547.0
CBFB,KAZALD1,318.0
CBFB,RPL41,440.0
CBFB,ZFP7,538.0
CBFB,TBC1D8,520.0
CBFB,RPS6KC1,661.0
CBFB,ITPR1,407.0
CBFB,LSP1,450.0
CBFB,ALDH9A1,408.0
CBFB,MTCH2,603.0
CBFB,ANXA2,344.0
CBFB,TMUB2,568.0
CBFB,ICE2,415.0
CBFB,CDCA7,415.0
CBFB,SEC23IP,390.0
CBFB,HIST1H2BC,467.0
CBFB,RAB18,517.0
CBFB,YIPF6,467.0
CBFB,SPTLC1,564.0
CBFB,NPLOC4,535.0
CBFB,DIAPH2,476.0
CBFB,RGS2,533.0
CBFB,ZFP260,541.0
CBFB,DDX1,420.0
CBFB,RFC5,497.0
CBFB,LEPROT,462.0
CBFB,GBP9,509.0
CBFB,HSPA5,515.0
CBFB,SLC16A10,418.0
CBFB,EEPD1,561.0
CBFB,TBC1D10C,461.0
CBFB,SLC25A46,445.0
CBFB,ZFP467,402.0
CBFB,TUBGCP3,560.0
CBFB,FBXO3,377.0
CBFB,MTOR,349.0
CBFB,EXOC4,513.0
CBFB,ZFP39,584.0
CBFB,LZTR1,540.0
CBFB,CSE1L,640.0
CBFB,EIF4EBP1,478.0
CBFB,ESCO2,655.0
CBFB,SGTA,633.0
CBFB,LYRM9,298.0
CBFB,FAAH,465.0
CBFB,TMEM164,283.0
CBFB,RGS19,637.0
CBFB,NUDT19,605.0
CBFB,SLC16A1,397.0
CBFB,CDC20,680.0
CBFB,BSG,689.0
CBFB,NEIL3,335.0
CBFB,ARID2,295.0
CBFB,AMPD2,369.0
CBFB,IRAK3,434.0
CBFB,CDC7,513.0
CBFB,SPC24,668.0
CBFB,SLC35G1,253.0
CBFB,PTPN7,418.0
CBFB,ACOX3,472.0
CBFB,RORA,492.0
CBFB,WDR62,916.0
CBFB,MIGA2,335.0
CBFB,RPAP1,510.0
CBFB,ASF1B,513.0
CBFB,PLXDC2,365.0
CBFB,LRRFIP1,508.0
CBFB,RPP40,500.0
CBFB,PPM1F,504.0
CBFB,WDR55,496.0
CBFB,RGS1,399.0
CBFB,PSAT1,652.0
CBFB,RAB37,800.0
CBFB,TMEM97,456.0
CBFB,STARD10,489.0
CBFB,ZBTB4,681.0
CBFB,CRLF3,449.0
CBFB,ATP6AP2,385.0
CBFB,AK3,599.0
CBFB,SAMSN1,557.0
CBFB,LLGL1,443.0
CBFB,COPB2,395.0
CBFB,CD48,504.0
CBFB,EIF3A,415.0
CBFB,UBAP1,410.0
CBFB,GPR180,352.0
CBFB,NET1,551.0
CBFB,BC005561,415.0
CBFB,ANO10,335.0
CBFB,OSTM1,674.0
CBFB,NDEL1,429.0
CBFB,JARID2,489.0
CBFB,GSS,581.0
CBFB,MYO5A,510.0
CBFB,UBE2C,570.0
CBFB,SYNJ1,717.0
CBFB,ZFP346,427.0
CBFB,TRMT12,595.0
CBFB,PPM1D,321.0
CBFB,SKAP2,468.0
CBFB,CERS5,555.0
CBFB,LRRC8B,303.0
CBFB,TRIM59,380.0
CBFB,CD55,315.0
CBFB,TNFAIP2,491.0
CBFB,ABCG3,578.0
CBFB,SLC26A2,514.0
CBFB,INTS13,455.0
CBFB,SLC52A2,498.0
CBFB,GCLC,301.0
CBFB,TXNIP,468.0
CBFB,DHX32,589.0
CBFB,SENP8,407.0
CBFB,TOP2A,614.0
CBFB,SOAT1,469.0
CBFB,B2M,441.0
CBFB,GALNS,507.0
CBFB,ABL1,319.0
CBFB,ITPR2,437.0
CBFB,ITFG1,456.0
CBFB,GBP8,568.0
CBFB,KLHL6,419.0
CBFB,CPA3,623.0
CBFB,TMEM209,378.0
CBFB,RAD51,494.0
CBFB,MARCH6,500.0
CBFB,TMEM173,462.0
CBFB,SH3BP5L,471.0
CBFB,APEH,442.0
CBFB,AFG3L2,561.0
CBFB,ATP1B2,363.0
CBFB,ENDOD1,450.0
CBFB,SDHA,407.0
CBFB,PRKAR2B,515.0
CBFB,PRC1,486.0
CBFB,SLC18A1,390.0
CBFB,BUB3,488.0
CBFB,MTR,544.0
CBFB,RACGAP1,361.0
CBFB,ARFGEF2,479.0
CBFB,YBX3,356.0
CBFB,CARD11,640.0
CBFB,PRPF4,351.0
CBFB,ZMAT1,418.0
CBFB,PDLIM5,513.0
CBFB,ITGB1,458.0
CBFB,PSEN1,421.0
CBFB,PRDX3,465.0
CBFB,PDCD4,345.0
CBFB,PFAS,507.0
CBFB,BPIFC,485.0
CBFB,SLC25A44,444.0
CBFB,MAVS,448.0
CBFB,CYTH3,504.0
CBFB,TXN2,414.0
CBFB,SEC23A,399.0
CBFB,ZFP101,650.0
CBFB,YBX1,500.0
CBFB,ERCC4,493.0
CBFB,PON2,532.0
CBFB,NARF,474.0
CBFB,QARS,514.0
CBFB,NPTN,387.0
CBFB,ZFP592,343.0
CBFB,TRIB2,424.0
CBFB,TMEM50B,318.0
CBFB,PARVG,513.0
CBFB,CDC42EP4,375.0
CBFB,SYTL1,439.0
CBFB,CPQ,450.0
CBFB,ASPM,507.0
CBFB,UTP4,402.0
CBFB,FUT8,304.0
CBFB,SLCO3A1,543.0
CBFB,GNPDA1,386.0
CBFB,VPS41,490.0
CBFB,EMP1,845.0
CBFB,DENND2D,301.0
CBFB,JAK3,452.0
CBFB,FAM160B2,466.0
CBFB,TMEM8,292.0
CBFB,PQLC3,366.0
CBFB,BCAS3,552.0
CBFB,TMEM206,438.0
CBFB,TAB3,447.0
CBFB,TYK2,416.0
CBFB,SLC44A2,485.0
CBFB,SPPL2B,475.0
CBFB,BRAT1,437.0
CBFB,ZFP61,405.0
CBFB,PIMREG,442.0
CBFB,GMPS,406.0
CBFB,CYBC1,530.0
CBFB,KDM7A,396.0
CBFB,SENP7,419.0
CBFB,CFP,727.0
CBFB,CCDC137,646.0
CBFB,TXNRD2,419.0
CBFB,PLEKHG1,426.0
CBFB,COMT,419.0
CBFB,TLK1,279.0
CBFB,CNP,585.0
CBFB,STRAP,476.0
CBFB,CTSO,567.0
CBFB,PPA1,476.0
CBFB,TRIM23,445.0
CBFB,SNX30,403.0
CBFB,NUP88,435.0
CBFB,ATP5B,306.0
CBFB,ANKFY1,437.0
CBFB,TMEM109,465.0
CBFB,FNDC3A,492.0
CBFB,POT1A,404.0
CBFB,PCMTD2,364.0
CBFB,BTG2,620.0
CBFB,TMEM14C,553.0
CBFB,DKC1,390.0
CBFB,PREP,544.0
CBFB,CCL4,403.0
CBFB,GORASP1,545.0
CBFB,ETNK1,295.0
CBFB,TOLLIP,454.0
CBFB,INPP1,286.0
CBFB,ARHGAP27,536.0
CBFB,ARHGAP19,403.0
CBFB,ABHD13,413.0
CBFB,2210016F16RIK,533.0
CBFB,PTPRS,467.0
CBFB,CHST11,300.0
CBFB,METTL27,499.0
CBFB,GSN,474.0
CBFB,GIMAP5,426.0
CBFB,FKBP4,532.0
CBFB,EIF4ENIF1,555.0
CBFB,TCIRG1,359.0
CBFB,CHIL5,463.0
CBFB,TTPAL,489.0
CBFB,ATP10A,423.0
CBFB,HCLS1,474.0
CBFB,GANAB,532.0
CBFB,PAG1,355.0
CBFB,RPS6KA5,413.0
CBFB,NCKAP1,306.0
CBFB,TANGO2,394.0
CBFB,TIPIN,442.0
CBFB,VPS50,582.0
CBFB,ST6GALNAC3,305.0
CBFB,SUN1,424.0
CBFB,N4BP3,338.0
CBFB,IARS2,443.0
CBFB,KPNA1,514.0
CBFB,S1PR1,298.0
CBFB,EDEM1,385.0
CBFB,DIS3L,518.0
CBFB,G6PDX,491.0
CBFB,FAM102A,438.0
CBFB,ERLIN1,461.0
CBFB,GNA13,425.0
CBFB,EXOC6B,411.0
CBFB,ZFP266,477.0
CBFB,TBC1D9B,305.0
CBFB,DYM,555.0
CBFB,SEPT8,294.0
CBFB,E2F4,343.0
CBFB,ZDHHC24,515.0
CBFB,ARHGAP18,354.0
CBFB,ZMIZ1,309.0
CBFB,PRMT9,301.0
CBFB,UBA2,458.0
CBFB,TBC1D5,395.0
CBFB,SERPINB6B,298.0
CBFB,SOCS5,326.0
CBFB,CLCF1,415.0
CBFB,TMC6,497.0
CBFB,TSPAN33,318.0
CBFB,ZFP639,334.0
CBFB,FGFRL1,524.0
CBFB,TWSG1,359.0
CBFB,L2HGDH,295.0
CBFB,ELL2,308.0
CBFB,MPND,377.0
CBFB,MAPK8IP3,476.0
CBFB,GMNN,490.0
CBFB,SMYD5,591.0
CBFB,PTPRC,432.0
CBFB,LMO4,467.0
CBFB,H2-DMA,361.0
CBFB,VPS11,468.0
CBFB,RRAS,347.0
CBFB,GMPR,455.0
CBFB,SGPP1,315.0
CBFB,NEK1,410.0
CBFB,TAF1,507.0
CBFB,EDC3,333.0
CBFB,SGMS1,257.0
CBFB,FKTN,327.0
CBFB,USP25,331.0
CBFB,CERS4,308.0
CBFB,MAML3,326.0
CBFB,EPSTI1,402.0
CBFB,KIF13A,264.0
CBFB,ACCS,458.0
CBFB,LTB,350.0
CBFB,GPX1,348.0
CBFB,PLXNC1,390.0
CBFB,ERCC8,412.0
CBFB,CAD,464.0
CBFB,RAG2,364.0
CBFB,JMY,287.0
CBFB,ZSCAN22,450.0
CBFB,KIF18A,476.0
CBFB,MT1,922.0
CBFB,OAS1B,387.0
CBFB,PGRMC1,403.0
CBFB,CYC1,339.0
CBFB,CES2G,455.0
CBFB,PPP1R15A,330.0
CBFB,MAN1A,332.0
CBFB,PARP8,588.0
CBFB,NDRG1,364.0
CBFB,EPOR,563.0
CBFB,SYK,404.0
CBFB,RIN3,447.0
CBFB,SORT1,446.0
CBFB,F10,438.0
CBFB,RPA1,311.0
CBFB,CNN3,365.0
CBFB,MPL,469.0
CBFB,BLVRB,376.0
CBFB,MCM2,326.0
CBFB,ATAD1,412.0
CBFB,USP46,236.0
CBFB,NMD3,409.0
CBFB,DOCK11,332.0
CBFB,DCAF4,480.0
CBFB,KLF3,328.0
CBFB,ABCF3,356.0
CBFB,MCOLN2,411.0
CBFB,CYB5R1,417.0
CBFB,MYB,302.0
CBFB,MANEA,454.0
CBFB,LY6E,363.0
CBFB,E2F6,418.0
CBFB,STX11,338.0
CBFB,EMID1,453.0
CBFB,CD27,417.0
CBFB,ST6GALNAC4,391.0
CBFB,ANKRD44,501.0
CBFB,CCNB1,654.0
CBFB,ZMYM3,397.0
CBFB,TPP1,348.0
CBFB,KLF6,343.0
CBFB,SPHK1,481.0
CBFB,FLOT2,260.0
CBFB,CTSD,355.0
CBFB,ATP11C,401.0
CBFB,PPM1H,356.0
CBFB,GRIA3,440.0
CBFB,TNFAIP8,396.0
CBFB,SFXN1,341.0
CBFB,ITGB7,334.0
CBFB,SLFN8,357.0
CBFB,MPO,465.0
CBFB,SLA,443.0
CBFB,METTL7A1,381.0
CBFB,BMPR2,218.0
CBFB,HSPA1A,351.0
CBFB,KNSTRN,502.0
CBFB,SMPD2,319.0
CBFB,YOD1,265.0
CBFB,GNG12,428.0
CBFB,MCM10,442.0
CBFB,CCDC50,348.0
CBFB,LGALS3BP,332.0
CBFB,FLT3,448.0
CBFB,UQCRC1,427.0
CBFB,ADSSL1,293.0
CBFB,TMEM176B,567.0
CBFB,TMEM176A,567.0
CBFB,RUSC2,380.0
CBFB,CAR1,541.0
CBFB,GFI1B,401.0
CBFB,PARM1,360.0
CBFB,GIMAP6,395.0
CBFB,TYMS,341.0
CBFB,CCNE1,341.0
CBFB,CCNB2,573.0
CBFB,SLC28A2,426.0
CBFB,SRBD1,436.0
CBFB,SMPD4,516.0
CBFB,PWP1,549.0
CBFB,SLC46A3,287.0
CBFB,SAPCD2,511.0
CBFB,ISYNA1,408.0
CBFB,MYH10,309.0
CBFB,HEXA,429.0
CBFB,TM6SF1,401.0
CBFB,ITGA6,392.0
CBFB,STOM,306.0
CBFB,CD81,449.0
CBFB,SOCS2,358.0
CBFB,D230025D16RIK,448.0
CBFB,XPNPEP1,310.0
CBFB,HLF,260.0
CBFB,ZFP952,365.0
CBFB,SLC30A6,321.0
CBFB,MFSD6,413.0
CBFB,UBIAD1,307.0
CBFB,GBP7,390.0
CBFB,PF4,424.0
CBFB,IKZF1,304.0
CBFB,P3H1,343.0
CBFB,JUN,400.0
CBFB,MAPKAPK3,289.0
CBFB,CLEC4E,427.0
CBFB,CLN5,527.0
CBFB,MNS1,366.0
CBFB,CST3,303.0
CBFB,SAT1,515.0
CBFB,FNDC3B,348.0
CBFB,UMPS,421.0
CBFB,TALDO1,408.0
CBFB,RDH11,283.0
CBFB,AQP9,404.0
CBFB,SLC6A6,262.0
CBFB,I830077J02RIK,396.0
CBFB,TMEM71,414.0
CBFB,SQOR,356.0
CBFB,SELENOP,359.0
CBFB,9530068E07RIK,338.0
CBFB,MFSD2B,741.0
CBFB,MTFR1,378.0
CBFB,ABR,307.0
CBFB,NDE1,294.0
CBFB,GIMAP8,377.0
CBFB,GSR,331.0
CBFB,SP100,367.0
CBFB,SNN,384.0
CBFB,TRIB3,409.0
CBFB,TUBGCP5,319.0
CBFB,LMNA,474.0
CBFB,BID,433.0
CBFB,TAF9B,337.0
CBFB,RNASEL,333.0
CBFB,FAM91A1,389.0
CBFB,XRCC2,452.0
CBFB,IFI27,287.0
CBFB,PITPNB,320.0
CBFB,TECPR1,341.0
CBFB,CENPI,338.0
CBFB,TBC1D2B,263.0
CBFB,POMGNT1,304.0
CBFB,GOLIM4,288.0
CBFB,CD24A,350.0
CBFB,UBA3,227.0
CBFB,HPN,300.0
CBFB,S100A6,409.0
CBFB,RHOH,230.0
CBFB,SLC25A5,342.0
CBFB,IL18RAP,252.0
CBFB,NAMPT,366.0
CBFB,LAPTM4B,357.0
CBFB,ERGIC1,327.0
CBFB,NHP2,401.0
CBFB,ALCAM,402.0
CBFB,USP11,332.0
CBFB,TNFRSF13C,270.0
CBFB,HPCAL1,391.0
CBFB,PUS7,428.0
CBFB,SLC35F6,426.0
CBFB,HGSNAT,284.0
CBFB,GIMAP1,334.0
CBFB,CTSW,286.0
CBFB,MFNG,264.0
CBFB,TRPS1,345.0
CBFB,PDK3,354.0
CBFB,UNC93B1,198.0
CBFB,SHKBP1,307.0
CBFB,SEMA4A,403.0
CBFB,CDC6,455.0
CBFB,ZFP945,293.0
CBFB,PCYT2,451.0
CBFB,MICU1,324.0
CBFB,UNC119B,266.0
CBFB,IARS,439.0
CBFB,HDGFL3,313.0
CBFB,CERS6,279.0
CBFB,UBE2CBP,386.0
CBFB,RSAD2,392.0
CBFB,TMX3,389.0
CBFB,UGCG,268.0
CBFB,GUSB,332.0
CBFB,TGTP2,190.0
CBFB,MGLL,363.0
CBFB,SPRYD4,503.0
CBFB,FTSJ1,391.0
CBFB,TMEM268,367.0
CBFB,NFATC2,339.0
CBFB,EYA1,253.0
CBFB,PLPP1,275.0
CBFB,AKNA,279.0
CBFB,AP1G2,295.0
CBFB,AMPD3,229.0
CBFB,CARHSP1,297.0
CBFB,SLC29A1,451.0
CBFB,MR1,349.0
CBFB,GLIPR2,286.0
CBFB,CAR2,234.0
CBFB,ACSL5,332.0
CBFB,ABLIM1,300.0
CBFB,GPSM2,308.0
CBFB,CLU,328.0
CBFB,HELLS,347.0
CBFB,SLC37A1,343.0
CBFB,FOXO1,297.0
CBFB,TRIM10,413.0
CBFB,RUNX2,244.0
CBFB,PLBD2,225.0
CBFB,PHF10,241.0
CBFB,BMI1,265.0
CBFB,PRKCD,257.0
CBFB,FMO5,363.0
CBFB,NOTCH1,285.0
CBFB,CORO1A,266.0
CBFB,SORL1,287.0
CBFB,LRRC49,283.0
CBFB,TNFRSF26,279.0
CBFB,TAPT1,303.0
CBFB,PRPS1,286.0
CBFB,CCDC93,364.0
CBFB,C3,431.0
CBFB,BAG2,247.0
CBFB,SLFN2,286.0
CBFB,PPP2R1B,251.0
CBFB,DGLUCY,236.0
CBFB,MLH3,258.0
CBFB,EGR1,261.0
CBFB,TAF12,264.0
CBFB,CCNG1,320.0
CBFB,TMEM263,315.0
CBFB,LDHD,290.0
CBFB,TMEM154,312.0
CBFB,ARVCF,287.0
CBFB,PLEKHB1,401.0
CBFB,FAM107B,239.0
CBFB,ELMO3,288.0
CBFB,MFSD14B,297.0
CBFB,CHRNB1,225.0
CBFB,MCTP2,312.0
CBFB,MTMR1,210.0
CBFB,CTNNAL1,251.0
CBFB,S100A10,351.0
CBFB,TMEM18,331.0
CBFB,IDH3A,341.0
CBFB,FUT7,377.0
CBFB,EPB41L4B,324.0
CBFB,INPP5B,253.0
CBFB,STXBP1,257.0
CBFB,PGM1,235.0
CBFB,IRF6,240.0
CBFB,GPSM1,345.0
CBFB,DPY19L1,276.0
CBFB,PHF6,291.0
CBFB,PDE1B,322.0
CBFB,ELMO1,221.0
CBFB,GSTM5,297.0
CBFB,CCR9,255.0
CBFB,LPCAT1,338.0
CBFB,SELL,310.0
CBFB,UBE2L6,265.0
CBFB,TRMT11,215.0
CBFB,SPATA13,200.0
CBFB,SLC11A2,265.0
CBFB,FADS3,184.0
CBFB,ANKLE1,494.0
