Gene1,Gene2
EP300,PATJ
EP300,FUT8
EP300,RREB1
EP300,AHDC1
EP300,CSRP2
EP300,ZSCAN10
EP300,SEC23A
EP300,VKORC1
EP300,RAB34
EP300,SEMA6A
EP300,P3H1
EP300,LMAN1
EP300,ERLIN1
EP300,SLCO3A1
EP300,EDA2R
EP300,SNX2
EP300,PGRMC1
EP300,GNG2
EP300,IMPAD1
EP300,CCNB1
EP300,DHCR24
EP300,KDELR2
EP300,SLC5A11
EP300,LAMB2
EP300,SUSD2
EP300,CTH
EP300,KLC1
EP300,YPEL2
EP300,DPPA2
EP300,PLTP
EP300,ANP32B
EP300,PHGDH
EP300,AHSA2
EP300,ST5
EP300,TMTC3
EP300,IQSEC1
EP300,RPS6KA1
EP300,WFDC2
EP300,EXO1
EP300,NR2F6
EP300,VWA5A
EP300,RIC1
EP300,PLOD1
EP300,SLC25A22
EP300,ELAVL2
EP300,LAP3
EP300,SLC4A2
EP300,CPD
EP300,ADGRL1
EP300,CARHSP1
EP300,CDH1
EP300,LAPTM4B
EP300,HSD17B14
EP300,TMEM231
EP300,TXNDC5
EP300,ARHGAP29
EP300,SLC17A9
EP300,HOOK1
EP300,SLC7A7
EP300,SORD
EP300,PPFIBP1
EP300,DNAJC3
EP300,L1TD1
EP300,AGPAT2
EP300,KLHL22
EP300,ATP6AP1
EP300,LPCAT4
EP300,MYO6
EP300,ATRX
EP300,IFI30
EP300,TMEM9
EP300,TCEAL9
EP300,TPRA1
EP300,PFKP
EP300,SERPINH1
EP300,SOX2
EP300,MAGT1
EP300,REST
EP300,LRRN4
EP300,CTPS
EP300,PLOD2
EP300,ITGA6
EP300,LRP1
EP300,CERS4
EP300,PRODH
EP300,YBX3
EP300,UGCG
EP300,SURF4
EP300,GDPD5
EP300,LPCAT1
EP300,SNRPN
EP300,EFEMP2
EP300,RNPEP
EP300,QSOX1
EP300,NIPSNAP1
EP300,TMEM263
EP300,TCN2
EP300,SLC12A7
EP300,UBE2D1
EP300,UBE2E1
EP300,MFGE8
EP300,AQP3
EP300,ZFP57
EP300,SNURF
EP300,LAMP2
EP300,BEND5
EP300,MPP1
EP300,SLC44A3
EP300,EDEM1
EP300,ARPC1B
EP300,TINAGL1
EP300,CBX7
EP300,GFPT2
EP300,ZFP991
EP300,FANCA
EP300,PLEKHA7
EP300,AU018091
EP300,SMAD2
EP300,AKAP12
EP300,RND3
EP300,MAP4K4
EP300,EPHB3
EP300,SIN3A
EP300,PHF11D
EP300,NDE1
EP300,CKMT1
EP300,NSMAF
EP300,PLCB4
EP300,CRIP2
EP300,PTPN14
EP300,ETL4
EP300,CARMIL1
EP300,GGTA1
EP300,DDAH2
EP300,LLGL2
EP300,THBD
EP300,TGFBR3
EP300,ZDHHC18
EP300,FERMT2
EP300,CUL7
EP300,TEAD1
EP300,CTTN
EP300,PRDX4
EP300,TBX3
EP300,HIST1H2AB
EP300,WWTR1
EP300,SERPINB6C
EP300,CAR2
EP300,2410141K09RIK
EP300,4930402H24RIK
EP300,ALDH2
EP300,PDIA5
EP300,ELF3
EP300,LTBP4
EP300,TCL1
EP300,FLRT3
EP300,DAB2
EP300,AKAP2
EP300,DPYSL3
EP300,ZMYM3
EP300,HEBP1
EP300,ME1
EP300,FNBP1
EP300,B4GALT5
EP300,SHROOM3
EP300,ATP1B1
EP300,ALG13
EP300,PLXNB2
EP300,RBM38
EP300,NRG1
EP300,2200002D01RIK
EP300,NR0B1
EP300,EFNA4
EP300,MSANTD3
EP300,EIF4G3
EP300,EGR1
EP300,PDGFRA
EP300,TCF7L2
EP300,ILDR1
EP300,P4HA2
EP300,TCEAL8
EP300,FN1
EP300,MSC
EP300,VILL
EP300,GPRC5C
EP300,GGA2
EP300,DTX3
EP300,PEG10
EP300,UBQLN2
EP300,S100A11
EP300,MANBA
EP300,MID1IP1
EP300,SNAP23
EP300,RFXAP
EP300,IGFBP2
EP300,ZFP985
EP300,NID1
EP300,PTPRG
EP300,APP
EP300,LAMA1
EP300,PLS3
EP300,TMEM144
EP300,KIT
EP300,TCAF1
EP300,ALPL
EP300,TUBB3
EP300,JADE3
EP300,DDAH1
EP300,HIST1H2AF
EP300,FHDC1
EP300,PECAM1
EP300,DPF1
EP300,CKAP4
EP300,ARHGEF5
EP300,NAV1
EP300,SFMBT2
EP300,TNNI3
EP300,CENPV
EP300,LIFR
EP300,STC2
EP300,TMEM150A
EP300,NRG2
EP300,ADGRA3
EP300,FBXO2
EP300,SLC6A8
EP300,LAMB1
EP300,CAMSAP3
EP300,RAMP2
EP300,DST
EP300,LOXL2
EP300,MTMR11
EP300,NEFL
EP300,STX3
EP300,ZFP980
EP300,FKBP9
EP300,DBN1
EP300,TET1
EP300,GLI2
EP300,RIMKLB
EP300,RANBP17
EP300,RAB3IL1
EP300,CTBP2
EP300,CEP170B
EP300,RANGRF
EP300,BNC2
EP300,CHCHD10
EP300,CLDN6
EP300,PCOLCE2
EP300,VCAN
EP300,ZFP979
EP300,KAZN
EP300,DUSP9
EP300,TRH
EP300,WLS
EP300,LAD1
EP300,BEX3
EP300,PPIC
EP300,MCAM
EP300,CD9
EP300,KRT8
EP300,GLDC
EP300,MVB12B
EP300,RTN1
EP300,TNK1
EP300,ZIC3
EP300,TNFRSF10B
EP300,ARHGAP21
EP300,COL18A1
EP300,ZFP936
EP300,BMP4
EP300,APLP1
EP300,LRP2
EP300,PRKAA2
EP300,KRT42
EP300,FKBP11
EP300,CRYBG2
EP300,SIX1
EP300,ADAM23
EP300,BEX1
EP300,SOX7
EP300,SMTNL2
EP300,ERAS
EP300,CKB
EP300,PPP1R9A
EP300,MAGED2
EP300,LIMCH1
EP300,NPL
EP300,CALCOCO2
EP300,SAP25
EP300,BEX4
EP300,CHN2
EP300,KRT18
EP300,PTH1R
EP300,TFCP2L1
EP300,LEFTY2
EP300,GPC3
EP300,KLHL13
EP300,RPL10L
EP300,KCNG1
EP300,ECHDC2
EP300,SMIM1
EP300,KHDC3
EP300,FGFR4
EP300,TNS4
EP300,ZFP600
EP300,HSF2BP
EP300,SULT5A1
ERF,RAC1
ERF,SLC39A14
ERF,1700019D03RIK
ESRRB,ICAM1
ESRRB,B4GALT5
ESRRB,MLLT6
ESRRB,MTF2
ESRRB,SPP1
ESRRB,ADGRA2
ESRRB,GMNN
ESRRB,TM7SF3
ESRRB,FABP3
ESRRB,LDHB
ESRRB,SLC25A39
ESRRB,PHC1
ESRRB,TFRC
ESRRB,MKRN1
ESRRB,DHCR7
ESRRB,PALLD
ESRRB,UPP1
ESRRB,RBM47
ESRRB,PABPC4
ESRRB,ZDHHC18
ESRRB,GABPA
ESRRB,ARF1
ESRRB,SGK1
ESRRB,LY6G6E
ESRRB,CALU
ESRRB,IGFBP2
ESRRB,RIF1
ESRRB,AMT
ESRRB,NR5A2
ESRRB,FBXO15
ESRRB,ZFP42
ESRRB,TUBB3
ESRRB,SLC25A4
ESRRB,NID2
ESRRB,MYLPF
ESRRB,GOT1
ESRRB,ACP6
ESRRB,CST3
ESRRB,ZFP568
ESRRB,MME
ESRRB,SLC25A1
ESRRB,COX7C
ESRRB,4930402H24RIK
ESRRB,ZFPM1
ESRRB,SHISA5
ESRRB,ACADM
ESRRB,MYMX
ESRRB,MSH6
ESRRB,SFI1
ESRRB,RPA1
ESRRB,PCOLCE
ESRRB,TMEM39A
ESRRB,AHSA1
ESRRB,PDK1
ESRRB,TDGF1
ESRRB,UBA2
ESRRB,CPT1A
ESRRB,KPNB1
ESRRB,RRN3
ESRRB,PARVB
ESRRB,RUSC2
ESRRB,OPLAH
ESRRB,RBPJ
ESRRB,FBLIM1
ESRRB,DHX32
ESRRB,ASNS
ESRRB,STMN1
ESRRB,CCNE1
ESRRB,ID2
ESRRB,SLC39A14
ESRRB,1700019D03RIK
ESRRB,ABCG2
ESRRB,PSAP
ESRRB,SLC25A5
ESRRB,YBX3
ESRRB,SPINT1
ESRRB,CKMT1
ESRRB,CLTC
ESRRB,NR0B1
ESRRB,H2AFX
ESRRB,LASP1
ESRRB,SLC6A6
ESRRB,DHPS
ESRRB,SHMT1
ESRRB,GSE1
ESRRB,SERBP1
ESRRB,DHCR24
ESRRB,MRPL42
ESRRB,ATP5G1
ESRRB,DENND2C
ESRRB,CBX7
ESRRB,COBLL1
ESRRB,SLC44A1
ESRRB,URI1
ESRRB,SUN1
ESRRB,LMBRD1
ESRRB,HSPA8
ESRRB,DDAH2
ESRRB,STK38
ESRRB,CBFA2T2
ESRRB,CSRP2
ESRRB,DPPA2
ESRRB,CRYBG2
ESRRB,DMTN
ESRRB,RBPMS2
ESRRB,LDB1
ESRRB,LZIC
ESRRB,SLC3A2
ESRRB,HSPA4
ESRRB,MSI2
ESRRB,PRKAA2
ESRRB,SFRP1
ESRRB,TEDC2
ESRRB,PLK2
ESRRB,SLC25A12
ESRRB,RASGRP2
ESRRB,TXNDC11
ESRRB,MFSD10
ESRRB,CHD2
ESRRB,CDH1
ESRRB,VCAN
ESRRB,BCL3
ESRRB,HSPA5
ESRRB,CERS6
ESRRB,UBLCP1
ESRRB,SLC2A3
ESRRB,MAT2A
ESRRB,POU5F1
ESRRB,2410141K09RIK
ESRRB,RBMS1
ESRRB,GABBR1
ESRRB,CIAPIN1
ESRRB,EIF4A2
ESRRB,ARHGEF2
ESRRB,ATP1B1
ESRRB,SLC16A1
ESRRB,FAM169A
ESRRB,STAG3
ESRRB,FGFR4
ESRRB,HMCES
ESRRB,MAGT1
ESRRB,CCN2
ESRRB,MOSPD3
ESRRB,SRXN1
ESRRB,SAT1
ESRRB,ABCC5
ESRRB,PIM1
ESRRB,ASPM
ESRRB,HELLS
ESRRB,SAP30
ESRRB,FKBP5
ESRRB,ELOVL6
ESRRB,EFNA4
ESRRB,ZFP991
ESRRB,OAT
ESRRB,BUB1B
ESRRB,CKB
ESRRB,CEP85
ESRRB,IFRD1
ESRRB,SNX10
ESRRB,NANOG
ESRRB,HSPB1
ESRRB,NKTR
ESRRB,ZFP644
ESRRB,BCAM
ESRRB,CC2D1B
ESRRB,UCKL1
ESRRB,GNA12
ESRRB,ACTG1
ESRRB,SEC11A
ESRRB,CAR2
ESRRB,NOTCH4
ESRRB,PMM1
ESRRB,TPD52
ESRRB,MRPS18B
ESRRB,ERF
ESRRB,ETV1
ESRRB,ESCO2
ESRRB,TCF15
ESRRB,MAGI1
ESRRB,ETNK1
ESRRB,ZIC3
ESRRB,GALNT2
ESRRB,GADD45G
ESRRB,TMEM150A
ESRRB,COX7A1
ESRRB,CDC20
ESRRB,ATG16L2
ESRRB,PIPOX
ESRRB,ASXL1
ESRRB,TNNI3
ESRRB,NEK2
ESRRB,CTSA
ESRRB,LIMA1
ESRRB,UAP1
ESRRB,PCSK6
ESRRB,SLC1A5
ESRRB,HSPE1
ESRRB,HSPD1
ESRRB,CALR
ESRRB,FLII
ESRRB,SRSF3
ESRRB,UNG
ESRRB,XAF1
ESRRB,SLC39A4
ESRRB,SUSD2
ESRRB,TCEA3
ESRRB,ENAH
ESRRB,MROH1
ESRRB,ZFP532
ESRRB,RCC1
ESRRB,KHDC3
ESRRB,CEBPZ
ESRRB,UQCRQ
ESRRB,ZFP57
ESRRB,HIST1H1B
ESRRB,SLC19A2
ESRRB,ELAVL2
ESRRB,NCOA3
ESRRB,EIF4G3
ESRRB,PLOD1
ESRRB,GPX4
ESRRB,TDH
ESRRB,MAPRE2
ESRRB,CHAF1B
ESRRB,HSPBP1
ESRRB,LAMC2
ESRRB,PFN1
ESRRB,GNPDA1
ESRRB,SLC20A1
ESRRB,LMAN1
ESRRB,PDPN
ESRRB,COPG1
ESRRB,ZSCAN10
ESRRB,B230307C23RIK
ESRRB,BMPER
ESRRB,HEXB
ESRRB,TERF1
ESRRB,ETV4
ESRRB,RDM1
ESRRB,MFSD11
ESRRB,IFRD2
ESRRB,GPN3
ESRRB,SRI
ESRRB,LRRN4
ESRRB,SPRY4
ESRRB,RPS6KA1
ESRRB,FRRS1
ESRRB,ASH2L
ESRRB,SLC7A3
ESRRB,QSOX1
ESRRB,UBE2C
ESRRB,MGST3
ESRRB,SEPT1
ESRRB,MTUS1
ESRRB,PLEKHA1
ESRRB,HNF1B
ESRRB,CTSB
ESRRB,GNE
ESRRB,PGAM1
ESRRB,EPAS1
ESRRB,WDR77
ESRRB,RANGRF
ESRRB,HDAC5
ESRRB,TRIM2
ESRRB,FKBP11
ESRRB,TINAGL1
ESRRB,TSPAN9
ESRRB,PHB
ESRRB,ZFP710
ESRRB,MDN1
ESRRB,TXNDC12
ESRRB,KCNK1
ESRRB,TANGO2
ESRRB,NEFL
ESRRB,ELF1
ESRRB,MT1
ESRRB,SLC35F5
ESRRB,PDIA3
ESRRB,HSD17B14
ESRRB,SFMBT2
ESRRB,TNS1
ESRRB,FIGNL1
ESRRB,EPS8L2
ESRRB,WARS
ESRRB,DUSP9
ESRRB,CENPV
ESRRB,MDM2
ESRRB,MAT2B
ESRRB,ST5
ESRRB,AMOTL2
ESRRB,RBBP7
ESRRB,EMC8
ESRRB,PPP1R21
ESRRB,TRIM6
ESRRB,HIST1H2BK
ESRRB,TPI1
ESRRB,REEP5
ESRRB,GDPD5
ESRRB,PCYT1B
ESRRB,TMTC4
ESRRB,GNG5
ESRRB,EZR
ESRRB,SLC30A7
ESRRB,RRAGD
ESRRB,EDEM1
ESRRB,SLC26A10
ESRRB,GLS
ESRRB,PTPN4
ESRRB,ASAH1
ESRRB,KDM3A
ESRRB,DDX27
ESRRB,SLC5A11
ESRRB,ARF4
ESRRB,DKK1
ESRRB,NOP56
ESRRB,ABHD4
ESRRB,BCLAF3
ESRRB,ATP6V0E
ESRRB,MYO1C
ESRRB,PATJ
ESRRB,MRPS5
ESRRB,RAPH1
ESRRB,RASSF1
ESRRB,TBRG1
ESRRB,TCF7L2
ESRRB,CITED2
ESRRB,GATA6
ESRRB,AHDC1
ESRRB,THBD
ESRRB,NEU1
ESRRB,TOP2A
ESRRB,TRAF4
ESRRB,HERPUD1
ESRRB,SNRPA1
ESRRB,ITGA9
ESRRB,SMS
ESRRB,HIST1H4K
ESRRB,PKM
ESRRB,PTPRG
ESRRB,MDK
ESRRB,HMGN2
ESRRB,NAA35
ESRRB,POLG
ESRRB,HIST1H1A
ESRRB,GAA
ESRRB,FAHD2A
ESRRB,DNMT3A
ESRRB,PLA2G6
ESRRB,TMEM9
ESRRB,MPZL1
ESRRB,LIFR
ESRRB,QDPR
ESRRB,KCTD9
ESRRB,CDCA2
ESRRB,NOTCH1
ESRRB,SLC7A1
ESRRB,RETREG1
ESRRB,ARPC5
ESRRB,AAK1
ESRRB,TMEM231
ESRRB,EPHA2
ESRRB,NRG2
ESRRB,MSC
ESRRB,SINHCAF
ESRRB,ECPAS
ESRRB,RAB34
ESRRB,CEP170B
ESRRB,CD151
ESRRB,SHROOM3
ESRRB,IFITM1
ESRRB,CTNS
ESRRB,STARD3NL
ESRRB,BRCA1
ESRRB,NUCKS1
ESRRB,VSIR
ESRRB,TMEM144
ESRRB,CTSL
ESRRB,SPRY2
ESRRB,SORD
ESRRB,NAV1
ESRRB,SRRT
ESRRB,CHCHD7
ESRRB,ADAM19
ESRRB,SELENOK
ESRRB,ANXA5
ESRRB,PRODH
ESRRB,RABGGTB
ESRRB,IL33
ESRRB,DCBLD1
ESRRB,ADORA1
ESRRB,PML
ESRRB,SELENOW
ESRRB,BMI1
ESRRB,AFF1
ESRRB,DLGAP4
ESRRB,USP10
ESRRB,FAM114A1
ESRRB,MCM7
ESRRB,ALDH18A1
ESRRB,NASP
ESRRB,HIST1H2BF
ESRRB,APOBEC3
ESRRB,TGIF1
ESRRB,MAP3K5
ESRRB,KRT19
ESRRB,ARHGAP21
ESRRB,GFPT2
ESRRB,NCAPD2
ESRRB,F3
ESRRB,ZFC3H1
ESRRB,GATA4
ESRRB,POLE4
ESRRB,PHF11D
ESRRB,LRP1
ESRRB,FAM83D
ESRRB,MUS81
ESRRB,FAM107B
ESRRB,DPY30
ESRRB,ERAS
ESRRB,SERPING1
ESRRB,RTN4
ESRRB,TIMELESS
ESRRB,RFFL
ESRRB,LGR4
ESRRB,WDR75
ESRRB,KAT6B
ESRRB,CRIP2
ESRRB,SERPINB6C
ESRRB,DST
ESRRB,BCAT1
ESRRB,G6PC3
ESRRB,FGF10
ESRRB,SLC12A7
ESRRB,KCTD10
ESRRB,KIF2C
ESRRB,PIK3AP1
ESRRB,SLCO3A1
ESRRB,RHPN2
ESRRB,GART
ESRRB,ANP32E
ESRRB,NDRG4
ESRRB,SNAI1
ESRRB,SHCBP1
ESRRB,TMEM97
ESRRB,B3GNT5
ESRRB,TNK2
ESRRB,LAMA1
ESRRB,KLF4
ESRRB,CDH6
ESRRB,SIDT2
ESRRB,PHF20
ESRRB,VNN1
ESRRB,SEC24A
ESRRB,RARG
ESRRB,MYH9
ESRRB,CMTM7
ESRRB,GSTA4
ESRRB,AHCY
ESRRB,CCNG1
ESRRB,TIMP3
ESRRB,HSP90B1
ESRRB,GABARAPL1
ESRRB,RPP25
ESRRB,MSANTD3
ESRRB,ATF4
ESRRB,CALD1
ESRRB,DNAJC10
ESRRB,LRPAP1
ESRRB,MPZL2
ESRRB,ECH1
ESRRB,PRDX1
ESRRB,LPCAT4
ESRRB,DCTPP1
ESRRB,TNK1
ESRRB,MANBA
ESRRB,CSTB
ESRRB,RND3
ESRRB,LRRC2
ESRRB,BC017158
ESRRB,HK2
ESRRB,SWT1
ESRRB,SRM
ESRRB,NCOR1
ESRRB,RAD54B
ESRRB,TBC1D13
ESRRB,TMED9
ESRRB,GAS6
ESRRB,EXOC4
ESRRB,SLC39A13
ESRRB,LY6E
ESRRB,SMAD7
ESRRB,CNOT8
ESRRB,ZFP600
ESRRB,EPHA4
ESRRB,AMPD2
ESRRB,CCND3
ESRRB,KLF6
ESRRB,WDR45
ESRRB,IER2
ESRRB,RTEL1
ESRRB,PREP
ESRRB,TCL1
ESRRB,SREBF1
ESRRB,NUF2
ESRRB,ETL4
ESRRB,WWTR1
ESRRB,RCN3
ESRRB,RBM38
ESRRB,TAX1BP3
ESRRB,PLEKHA7
ESRRB,RANGAP1
ESRRB,CYBA
ESRRB,ADGRE5
ESRRB,SET
ESRRB,RAC1
ESRRB,DBN1
ESRRB,BCAR3
ESRRB,TCF4
ESRRB,IDI1
ESRRB,CCT7
ESRRB,TAGLN2
ESRRB,ITPK1
ESRRB,SIRT1
ESRRB,SURF4
ESRRB,KMT2C
ESRRB,CNDP2
ESRRB,PARL
ESRRB,CHCHD10
ESRRB,LAMB1
ESRRB,TLE1
ESRRB,COLGALT1
ESRRB,TFG
ESRRB,NT5C
ESRRB,IMPAD1
ESRRB,BOP1
ESRRB,LGMN
ESRRB,IRF2BPL
ESRRB,2200002D01RIK
ESRRB,TRMT2A
ESRRB,RANBP17
ESRRB,PSMG4
ESRRB,STX3
ESRRB,AKAP12
ESRRB,TUBA4A
ESRRB,TCN2
ESRRB,NIPSNAP1
ESRRB,LIPG
ESRRB,ID3
ESRRB,GNS
ESRRB,MSH2
ESRRB,TUBB2A
ESRRB,S100A6
ESRRB,NELFCD
ESRRB,FURIN
ESRRB,LAMP1
ESRRB,WDR1
ESRRB,NAGK
ESRRB,PPP2R5A
ESRRB,NCL
ESRRB,KDELR2
ESRRB,CAR12
ESRRB,GGA2
ESRRB,GABARAP
ESRRB,APOE
ESRRB,TFEB
ESRRB,STXBP2
EZH2,BMI1
EZH2,FGFR3
EZH2,HTRA1
EZH2,ESRRB
EZH2,FGF3
EZH2,SFI1
EZH2,GRB10
EZH2,TRIM2
EZH2,IHH
EZH2,FHDC1
EZH2,FOXQ1
EZH2,SOX7
EZH2,PTH1R
EZH2,GALNT3
EZH2,DSP
EZH2,COL27A1
EZH2,ADGRA2
EZH2,TPM1
EZH2,SYNE2
EZH2,PPM1L
EZH2,WNT11
EZH2,TGFBR3
EZH2,NEFL
EZH2,ANKRD33B
EZH2,IGF2
EZH2,CYP26A1
EZH2,NRG2
EZH2,CITED1
EZH2,PDGFRA
EZH2,WNK2
EZH2,LATS2
EZH2,GNAS
EZH2,BMP2
EZH2,CLMP
EZH2,SLCO3A1
EZH2,BMPER
EZH2,HMGA2
EZH2,LRRK1
EZH2,COL4A2
EZH2,COL4A1
EZH2,FST
EZH2,PODXL
EZH2,ADORA1
EZH2,ZFPM1
EZH2,SFRP1
EZH2,HNF1B
EZH2,CPD
EZH2,LIMCH1
EZH2,GAS6
EZH2,SLC39A8
EZH2,MYO5B
EZH2,HOPX
EZH2,ZBTB10
EZH2,CHST15
EZH2,CRTC3
EZH2,LAD1
EZH2,SPOCK1
EZH2,GDPD5
EZH2,CACHD1
EZH2,LRP2
EZH2,KCNQ5
EZH2,SERPINE2
EZH2,NAV1
EZH2,CCSER1
EZH2,P4HA2
EZH2,APP
EZH2,L3MBTL3
EZH2,P3H2
EZH2,CDH6
EZH2,GADD45G
EZH2,CNPPD1
EZH2,NOTUM
EZH2,ARHGEF28
EZH2,CPM
EZH2,FOXA2
EZH2,DTX1
EZH2,ST3GAL6
EZH2,EGFLAM
EZH2,CAMK2D
EZH2,PARVA
EZH2,COBLL1
EZH2,SIX1
EZH2,SPNS2
EZH2,RETREG2
EZH2,TIMP2
EZH2,GREB1L
EZH2,CHN2
EZH2,GPRC5C
EZH2,SEMA6A
EZH2,ARHGAP29
EZH2,MAP3K5
EZH2,ANK
EZH2,CDC42EP1
EZH2,STARD10
EZH2,PDE4DIP
EZH2,ID3
EZH2,DLGAP4
EZH2,FAM114A1
EZH2,MAN1A
EZH2,LIPG
EZH2,HS3ST1
EZH2,LYN
EZH2,FAM169A
EZH2,KCNK1
EZH2,FRMD4A
EZH2,RAMP2
EZH2,RRAGD
EZH2,STXBP5
EZH2,PIK3AP1
EZH2,NLGN2
EZH2,FNDC4
EZH2,ESRP2
EZH2,RTN1
EZH2,ABHD5
EZH2,MSC
EZH2,IMPDH1
EZH2,ETS1
EZH2,CTDSPL
EZH2,MICAL2
EZH2,TNS1
EZH2,CCND2
EZH2,KHDC3
EZH2,SATB2
EZH2,RAP1GAP
EZH2,HIPK2
EZH2,HPCAL1
EZH2,SH3PXD2B
EZH2,DDAH1
EZH2,MCAM
EZH2,DRAM1
EZH2,CAR4
EZH2,NRG1
EZH2,PALLD
EZH2,DPYSL3
EZH2,SEPT9
EZH2,EIF4G3
EZH2,GSN
EZH2,PHLDB2
EZH2,PTPN14
EZH2,TYRO3
EZH2,CEMIP
EZH2,UTF1
EZH2,GATA4
EZH2,OBSL1
EZH2,MAPRE2
EZH2,EPAS1
EZH2,PLK2
EZH2,TUBB6
EZH2,PWWP2B
EZH2,BCAR3
EZH2,ECPAS
EZH2,FGFR4
EZH2,KDELR3
EZH2,THBD
EZH2,MRAS
EZH2,DKK1
EZH2,CAPN2
EZH2,CPEB2
EZH2,ELF2
EZH2,PSD4
EZH2,EML1
EZH2,HSPB1
EZH2,RIMKLB
EZH2,MORC4
EZH2,RNF157
EZH2,AMFR
EZH2,FGF4
EZH2,MPDZ
EZH2,SGK1
EZH2,RFXAP
EZH2,VEGFA
EZH2,LRRC8C
EZH2,MAPKAPK2
EZH2,RBM47
EZH2,CAR2
EZH2,RNPEP
EZH2,ARHGEF40
EZH2,GRIN1
EZH2,KLF2
EZH2,UBE2E1
EZH2,RUSC2
EZH2,SMARCA2
EZH2,TTC7
EZH2,LAMB1
EZH2,GHR
EZH2,EMP2
EZH2,ITGA9
EZH2,RBPMS2
EZH2,TIMP3
EZH2,ARFGEF1
EZH2,RASGRP2
EZH2,PPP2R5A
EZH2,FGF10
EZH2,JMJD1C
EZH2,SNX7
EZH2,TGFBI
EZH2,SLC7A6
EZH2,TCF12
EZH2,ME1
EZH2,FSCN1
EZH2,LAPTM4B
EZH2,RBMS1
EZH2,TCF15
EZH2,ARHGEF5
EZH2,DST
EZH2,SPINT1
EZH2,EGR1
EZH2,TMEM62
EZH2,H1F0
EZH2,MYO6
EZH2,CLCN5
EZH2,IGF2R
EZH2,PHLDA3
EZH2,SFMBT2
EZH2,PXDN
EZH2,FURIN
EZH2,VIM
EZH2,KIT
EZH2,DBN1
EZH2,RAB34
EZH2,USP3
EZH2,MFSD1
EZH2,EVA1A
EZH2,BNC2
EZH2,CENPV
EZH2,PDIA5
EZH2,TMTC4
EZH2,SOX17
EZH2,FHOD1
EZH2,SEMA4C
EZH2,LAMC2
EZH2,LAMA5
EZH2,SETD7
EZH2,HDLBP
EZH2,SLC39A7
EZH2,UHRF2
EZH2,SLC12A4
EZH2,FAM107B
EZH2,ADGRA3
EZH2,ZYX
EZH2,SMYD2
EZH2,MAGI1
EZH2,LGR4
EZH2,SEC62
EZH2,ELAVL2
EZH2,PANX1
EZH2,ENPEP
EZH2,TENM4
EZH2,GLDC
EZH2,NOTCH1
EZH2,PCDH19
EZH2,PRMT5
EZH2,PLEKHA7
EZH2,UBLCP1
EZH2,CDH1
EZH2,PRKCZ
EZH2,KLF4
EZH2,NSMAF
EZH2,P3H4
EZH2,AFF1
EZH2,P3H1
EZH2,ARPC5
EZH2,QSOX1
EZH2,PEG10
EZH2,LTBR
EZH2,PATJ
EZH2,SDC4
EZH2,HSPA4
EZH2,PRDX1
EZH2,LAMP1
EZH2,PCSK6
EZH2,SOCS2
EZH2,TEAD1
EZH2,STC2
EZH2,PCOLCE2
EZH2,VANGL1
EZH2,DAP
EZH2,RETREG1
EZH2,ETV4
EZH2,LOXL2
EZH2,WLS
EZH2,WDR77
EZH2,RHPN1
EZH2,PTBP3
EZH2,CERS6
EZH2,SNAI1
EZH2,TPM4
EZH2,BEND5
EZH2,BAG2
EZH2,CKB
EZH2,CD63
EZH2,RUNX1
EZH2,MAN1A2
EZH2,TCF7L2
EZH2,DPP4
EZH2,SLC25A4
EZH2,KLHL22
EZH2,GSE1
EZH2,CRIP2
EZH2,MTCL1
EZH2,COMMD3
EZH2,CDKN1A
EZH2,SHROOM3
EZH2,RRAS2
EZH2,CHD7
EZH2,ATG16L2
EZH2,RHPN2
EZH2,DBR1
EZH2,GPC3
EZH2,RASSF1
EZH2,TBX3
EZH2,RREB1
EZH2,RARG
EZH2,EPHB3
EZH2,FRRS1
EZH2,LY75
EZH2,LAMA1
EZH2,PLOD2
EZH2,TPD52
EZH2,RPN2
EZH2,PRKAA2
EZH2,MTUS1
EZH2,TMEM150A
EZH2,NFXL1
EZH2,F3
EZH2,CARMIL1
EZH2,ITGAV
EZH2,STX3
EZH2,NDRG1
EZH2,MVB12B
EZH2,EFEMP2
EZH2,PTP4A1
EZH2,GORASP2
EZH2,CYSTM1
EZH2,YPEL2
EZH2,FUBP1
EZH2,AHCYL2
EZH2,RANBP17
EZH2,USP22
EZH2,GABBR1
EZH2,APLP1
EZH2,P4HA1
EZH2,KCTD9
EZH2,CDCA2
EZH2,FANCI
EZH2,INSIG1
EZH2,CIAPIN1
EZH2,TLE1
EZH2,REEP5
EZH2,PDIA3
EZH2,LTBP4
EZH2,FABP3
EZH2,KRT18
EZH2,DPF1
EZH2,LLGL2
EZH2,SMTNL2
EZH2,B2M
EZH2,ENAH
EZH2,PDGFA
EZH2,DHX32
EZH2,HIST1H2AC
EZH2,LRRC58
EZH2,RAB11A
EZH2,PRODH
EZH2,CDC42SE2
EZH2,RAPH1
EZH2,DAB2
EZH2,DNAJC3
EZH2,SRXN1
EZH2,GLUL
EZH2,SPRY4
EZH2,SLC19A2
EZH2,B3GNT5
EZH2,SKP1A
EZH2,H2AFX
EZH2,CALM1
EZH2,NAA35
EZH2,ELF1
EZH2,5031439G07RIK
EZH2,FKBP1A
EZH2,ERLIN1
EZH2,SHISA5
EZH2,PPIC
EZH2,ARPC1B
EZH2,BTG1
EZH2,FAM102A
EZH2,ASPH
EZH2,SNX8
EZH2,CNN3
EZH2,FGD1
